iteration,Adam(lr=0.0001)_q25,Adam(lr=0.0001)_q50,Adam(lr=0.0001)_q75,Adam(lr=0.001)_q25,Adam(lr=0.001)_q50,Adam(lr=0.001)_q75,Adam(lr=0.01)_q25,Adam(lr=0.01)_q50,Adam(lr=0.01)_q75,Adam(lr=0.1)_q25,Adam(lr=0.1)_q50,Adam(lr=0.1)_q75,Adam(lr=1.0)_q25,Adam(lr=1.0)_q50,Adam(lr=1.0)_q75,Adam(lr=10.0)_q25,Adam(lr=10.0)_q50,Adam(lr=10.0)_q75,BFGS_q25,BFGS_q50,BFGS_q75
31,0.9910951256752014,0.992904543876648,0.9941741079092026,0.9135996699333191,0.9310637414455414,0.9431291073560715,0.3875979408621788,0.47246183454990387,0.5447626709938049,0.013788012554869056,0.019943499006330967,0.0260588894598186,0.013776756823062897,0.020840073935687542,0.029026675038039684,1.1201539039611816,1.4625545740127563,2.249202847480774,0.0,3.1964544899842906e-10,9.201215561915888e-06
32,0.9907994568347931,0.9926686882972717,0.9939803332090378,0.9108283966779709,0.9288420975208282,0.9412772059440613,0.37385648488998413,0.46191805601119995,0.5342494696378708,0.012577168876305223,0.018272452987730503,0.023942615371197462,0.012190480018034577,0.01890678144991398,0.027454706374555826,2.2868146300315857,3.657148003578186,5.6813658475875854,0.0,3.590118762171468e-12,7.055342848616419e-06
33,0.9905038475990295,0.9924329817295074,0.9937866181135178,0.9080646336078644,0.9266204237937927,0.9394276291131973,0.3607620671391487,0.45048560202121735,0.5233731716871262,0.011867486638948321,0.016871849074959755,0.022134439554065466,0.011857219971716404,0.017512145452201366,0.025933118537068367,1.954739898443222,3.8174434900283813,7.065482139587402,0.0,6.924020005353443e-14,5.178917035664199e-06
34,0.9902085512876511,0.9921973347663879,0.9935930669307709,0.9053175449371338,0.9244007468223572,0.9375811070203781,0.35003557801246643,0.43867088854312897,0.5122728645801544,0.010792132699862123,0.015513835940510035,0.020300785545259714,0.010306109907105565,0.015802578069269657,0.023592231795191765,1.3024738729000092,2.5165231227874756,5.30277943611145,0.0,1.987612970964561e-16,3.828277954198711e-06
35,0.989913284778595,0.9919617176055908,0.9933995306491852,0.9025811851024628,0.9221858084201813,0.9357377141714096,0.3395538479089737,0.42770586907863617,0.501798689365387,0.009882817277684808,0.01427511591464281,0.019094869028776884,0.009182057809084654,0.01403579069301486,0.02030079858377576,0.3626212403178215,1.2163880467414856,2.6467711329460144,0.0,9.726878603063052e-19,2.584570324870583e-06
36,0.9896178841590881,0.9917261600494385,0.9932059794664383,0.8998528718948364,0.9199757277965546,0.9338971525430679,0.32871847599744797,0.4165991246700287,0.4915161430835724,0.009124043863266706,0.013040240854024887,0.017744983546435833,0.008423637365922332,0.012866811361163855,0.018588444218039513,0.2545517086982727,0.5414849817752838,1.5639598965644836,0.0,3.0575899315648713e-21,1.4982497589244304e-06
37,0.9893227517604828,0.9914906620979309,0.993012547492981,0.8971327245235443,0.9177728891372681,0.9320596605539322,0.31869084388017654,0.4058194160461426,0.48135509341955185,0.008199965115636587,0.011826615780591965,0.0163669865578413,0.00747989967931062,0.011884672567248344,0.01727280765771866,1.228884756565094,1.8035137057304382,2.438216209411621,0.0,9.230507600354015e-24,9.60599464860934e-07
38,0.9890277534723282,0.9912551641464233,0.9928191304206848,0.894420713186264,0.9155763983726501,0.9302251785993576,0.30920442938804626,0.3955172747373581,0.47183119505643845,0.007677906425669789,0.010950681287795305,0.01511613791808486,0.006947752204723656,0.010518442839384079,0.016031199600547552,1.2201785743236542,2.276350259780884,4.058634400367737,0.0,1.757116175860268e-26,4.244530202868191e-07
39,0.9887327402830124,0.9910198152065277,0.9926258027553558,0.8917166441679001,0.9133918285369873,0.9283936321735382,0.30002596974372864,0.38548654317855835,0.46242233365774155,0.006994830793701112,0.010041610803455114,0.01386674284003675,0.006042563007213175,0.009364459197968245,0.013633869588375092,0.8735897988080978,1.7897740006446838,3.4903482794761658,0.0,5.159285330843784e-30,1.921230285972797e-07
40,0.9884379208087921,0.9907844662666321,0.9924324005842209,0.889020636677742,0.9112149178981781,0.9265652298927307,0.2911420240998268,0.3759444057941437,0.4529453441500664,0.0064051992958411574,0.009286969434469938,0.0127294494304806,0.005662703653797507,0.008740746881812811,0.012564267963171005,0.3716328591108322,0.9964223504066467,2.0208300352096558,0.0,6.199682984132282e-32,7.154066850034724e-08
41,0.9881431013345718,0.9905492067337036,0.9922389835119247,0.8863327652215958,0.9090434908866882,0.9247398972511292,0.2825291231274605,0.36666274070739746,0.44320710748434067,0.005647798883728683,0.008502268698066473,0.011691061779856682,0.005503277527168393,0.007906095590442419,0.01160416123457253,0.12066499330103397,0.36576561629772186,1.051516354084015,0.0,7.550377274168145e-33,2.741577587173083e-08
42,0.9878484010696411,0.9903138875961304,0.9920457601547241,0.8836529701948166,0.9068774878978729,0.922917515039444,0.27534929662942886,0.3580252081155777,0.4338647276163101,0.005231826566159725,0.007780799176543951,0.010898240841925144,0.004827561788260937,0.007169388234615326,0.010637468891218305,0.6033483892679214,0.8291542530059814,1.0894492268562317,0.0,8.302294817134595e-34,4.611446779989592e-09
43,0.9875538945198059,0.9900787770748138,0.9918526113033295,0.8809812068939209,0.9047168791294098,0.9211450815200806,0.2672324478626251,0.3490262031555176,0.42470549046993256,0.004863798036240041,0.007033023284748197,0.010019324952736497,0.004231677041389048,0.00627980986610055,0.00934219779446721,0.7597624063491821,1.3711113333702087,2.309121608734131,0.0,1.6265642496283055e-34,4.391198030195831e-10
44,0.9872594028711319,0.9898435473442078,0.9916594177484512,0.8783233463764191,0.9025616645812988,0.9193263351917267,0.2589966803789139,0.3407203406095505,0.41604766994714737,0.004409450222738087,0.006450690561905503,0.0092284781858325,0.003846178180538118,0.005790147464722395,0.008316961349919438,0.561539426445961,1.1599761247634888,2.2531952261924744,0.0,3.9535585746170163e-35,2.541282592347094e-11
45,0.9869648218154907,0.9896084368228912,0.991466224193573,0.8756757974624634,0.9004118144512177,0.9175103306770325,0.2514183893799782,0.3326456844806671,0.4080159515142441,0.004084762651473284,0.005932909203693271,0.008418595185503364,0.00355842849239707,0.005465889815241098,0.007753611425869167,0.2594969719648361,0.6715841889381409,1.3785848319530487,0.0,6.766473077767038e-36,2.4658979692155844e-13
46,0.9866704940795898,0.9893734157085419,0.99127297103405,0.8730364739894867,0.8982583284378052,0.9157011955976486,0.24420757591724396,0.32395337522029877,0.4003386124968529,0.003736217739060521,0.005482672480866313,0.0077963852090761065,0.003326116013340652,0.0049906643107533455,0.007292777649126947,0.08821343444287777,0.25400425493717194,0.7173851281404495,0.0,1.2936230939000559e-36,2.9034805006637352e-15
